"id","first_name","last_name","date_of_migration","migration_type","from_region","to_region","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
7284,"D","D",2020-12-24,"In","","Yes",2284,6,2020-02-08,2020-02-08,"user_1","user_1"
7285,"E","E",2021-09-10,"Out","No","",2285,5,2020-08-06,2020-08-06,"user_1","user_1"
7286,"F","F",2018-11-05,"In","","Yes",2286,6,2018-08-17,2018-08-17,"user_1","user_1"
7287,"G","G",2019-07-23,"Out","No","",2287,4,2019-02-13,2019-02-13,"user_1","user_1"
7288,"H","H",2020-04-08,"In","","Yes",2288,5,2019-08-12,2019-08-12,"user_1","user_1"
7289,"I","I",2020-12-24,"Out","No","",2289,4,2020-02-08,2020-02-08,"user_1","user_1"
7290,"J","J",2021-09-10,"In","","Yes",2290,6,2020-08-06,2020-08-06,"user_1","user_1"
7291,"K","K",2018-11-05,"Out","No","",2291,3,2018-08-17,2018-08-17,"user_1","user_1"
7292,"L","L",2019-07-23,"In","","Yes",2292,5,2019-02-13,2019-02-13,"user_1","user_1"
7293,"M","M",2020-04-08,"Out","No","",2293,4,2019-08-12,2019-08-12,"user_1","user_1"
7294,"N","N",2020-12-24,"In","","Yes",2294,5,2020-02-08,2020-02-08,"user_1","user_1"
7295,"O","O",2021-09-10,"Out","No","",2295,6,2020-08-06,2020-08-06,"user_1","user_1"
7296,"P","P",2018-11-05,"In","","Yes",2296,3,2018-08-17,2018-08-17,"user_1","user_1"
7297,"Q","Q",2019-07-23,"Out","No","",2297,3,2019-02-13,2019-02-13,"user_1","user_1"
7298,"R","R",2020-04-08,"In","","Yes",2298,1,2019-08-12,2019-08-12,"user_1","user_1"
7299,"S","S",2020-12-24,"Out","No","",2299,3,2020-02-08,2020-02-08,"user_1","user_1"
7300,"T","T",2021-09-10,"In","","Yes",2300,1,2020-08-06,2020-08-06,"user_1","user_1"
7301,"A","A",2018-11-05,"Out","No","",2301,4,2018-08-17,2018-08-17,"user_1","user_1"
7302,"B","B",2019-07-23,"In","","Yes",2302,3,2019-02-13,2019-02-13,"user_1","user_1"
7303,"C","C",2020-04-08,"Out","No","",2303,6,2019-08-12,2019-08-12,"user_1","user_1"
7304,"D","D",2020-12-24,"In","","Yes",2304,4,2020-02-08,2020-02-08,"user_1","user_1"
7305,"E","E",2021-09-10,"Out","No","",2305,5,2020-08-06,2020-08-06,"user_1","user_1"
7306,"F","F",2018-11-05,"In","","Yes",2306,4,2018-08-17,2018-08-17,"user_1","user_1"
7307,"G","G",2019-07-23,"Out","No","",2307,4,2019-02-13,2019-02-13,"user_1","user_1"
7308,"H","H",2020-04-08,"In","","Yes",2308,3,2019-08-12,2019-08-12,"user_1","user_1"
7309,"I","I",2020-12-24,"Out","No","",2309,4,2020-02-08,2020-02-08,"user_1","user_1"
7310,"J","J",2021-09-10,"In","","Yes",2310,1,2020-08-06,2020-08-06,"user_1","user_1"
7311,"K","K",2018-11-05,"Out","No","",2311,1,2018-08-17,2018-08-17,"user_1","user_1"
7312,"L","L",2019-07-23,"In","","Yes",2312,5,2019-02-13,2019-02-13,"user_1","user_1"
7313,"M","M",2020-04-08,"Out","No","",2313,1,2019-08-12,2019-08-12,"user_1","user_1"
7314,"N","N",2020-12-24,"In","","Yes",2314,6,2020-02-08,2020-02-08,"user_1","user_1"
7315,"O","O",2021-09-10,"Out","No","",2315,3,2020-08-06,2020-08-06,"user_1","user_1"
7316,"P","P",2018-11-05,"In","","Yes",2316,1,2018-08-17,2018-08-17,"user_1","user_1"
7317,"Q","Q",2019-07-23,"Out","No","",2317,6,2019-02-13,2019-02-13,"user_1","user_1"
7318,"R","R",2020-04-08,"In","","Yes",2318,4,2019-08-12,2019-08-12,"user_1","user_1"
7319,"S","S",2020-12-24,"Out","No","",2319,1,2020-02-08,2020-02-08,"user_1","user_1"
7320,"T","T",2021-09-10,"In","","Yes",2320,1,2020-08-06,2020-08-06,"user_1","user_1"
7321,"A","A",2018-11-05,"Out","No","",2321,1,2018-08-17,2018-08-17,"user_1","user_1"
7322,"B","B",2019-07-23,"In","","Yes",2322,5,2019-02-13,2019-02-13,"user_1","user_1"
7323,"C","C",2020-04-08,"Out","No","",2323,1,2019-08-12,2019-08-12,"user_1","user_1"
7324,"D","D",2020-12-24,"In","","Yes",2324,3,2020-02-08,2020-02-08,"user_1","user_1"
7325,"E","E",2021-09-10,"Out","No","",2325,6,2020-08-06,2020-08-06,"user_1","user_1"
7326,"F","F",2018-11-05,"In","","Yes",2326,1,2018-08-17,2018-08-17,"user_1","user_1"
7327,"G","G",2019-07-23,"Out","No","",2327,2,2019-02-13,2019-02-13,"user_1","user_1"
7328,"H","H",2020-04-08,"In","","Yes",2328,4,2019-08-12,2019-08-12,"user_1","user_1"
7329,"I","I",2020-12-24,"Out","No","",2329,1,2020-02-08,2020-02-08,"user_1","user_1"
7330,"J","J",2021-09-10,"In","","Yes",2330,2,2020-08-06,2020-08-06,"user_1","user_1"
7331,"K","K",2018-11-05,"Out","No","",2331,1,2018-08-17,2018-08-17,"user_1","user_1"
7332,"L","L",2019-07-23,"In","","Yes",2332,4,2019-02-13,2019-02-13,"user_1","user_1"
7333,"M","M",2020-04-08,"Out","No","",2333,6,2019-08-12,2019-08-12,"user_1","user_1"
7334,"N","N",2020-12-24,"In","","Yes",2334,1,2020-02-08,2020-02-08,"user_1","user_1"
7335,"O","O",2021-09-10,"Out","No","",2335,6,2020-08-06,2020-08-06,"user_1","user_1"
7336,"P","P",2018-11-05,"In","","Yes",2336,2,2018-08-17,2018-08-17,"user_1","user_1"
7337,"Q","Q",2019-07-23,"Out","No","",2337,2,2019-02-13,2019-02-13,"user_1","user_1"
7338,"R","R",2020-04-08,"In","","Yes",2338,3,2019-08-12,2019-08-12,"user_1","user_1"
7339,"S","S",2020-12-24,"Out","No","",2339,1,2020-02-08,2020-02-08,"user_1","user_1"
7340,"T","T",2021-09-10,"In","","Yes",2340,2,2020-08-06,2020-08-06,"user_1","user_1"
7341,"A","A",2018-11-05,"Out","No","",2341,5,2018-08-17,2018-08-17,"user_1","user_1"
7342,"B","B",2019-07-23,"In","","Yes",2342,6,2019-02-13,2019-02-13,"user_1","user_1"
7343,"C","C",2020-04-08,"Out","No","",2343,4,2019-08-12,2019-08-12,"user_1","user_1"
7344,"D","D",2020-12-24,"In","","Yes",2344,5,2020-02-08,2020-02-08,"user_1","user_1"
7345,"E","E",2021-09-10,"Out","No","",2345,3,2020-08-06,2020-08-06,"user_1","user_1"
7346,"F","F",2018-11-05,"In","","Yes",2346,6,2018-08-17,2018-08-17,"user_1","user_1"
7347,"G","G",2019-07-23,"Out","No","",2347,3,2019-02-13,2019-02-13,"user_1","user_1"
7348,"H","H",2020-04-08,"In","","Yes",2348,6,2019-08-12,2019-08-12,"user_1","user_1"
7349,"I","I",2020-12-24,"Out","No","",2349,1,2020-02-08,2020-02-08,"user_1","user_1"
7350,"J","J",2021-09-10,"In","","Yes",2350,2,2020-08-06,2020-08-06,"user_1","user_1"
7351,"K","K",2018-11-05,"Out","No","",2351,6,2018-08-17,2018-08-17,"user_1","user_1"
7352,"L","L",2019-07-23,"In","","Yes",2352,5,2019-02-13,2019-02-13,"user_1","user_1"
7353,"M","M",2020-04-08,"Out","No","",2353,4,2019-08-12,2019-08-12,"user_1","user_1"
7354,"N","N",2020-12-24,"In","","Yes",2354,1,2020-02-08,2020-02-08,"user_1","user_1"
7355,"O","O",2021-09-10,"Out","No","",2355,3,2020-08-06,2020-08-06,"user_1","user_1"
7356,"P","P",2018-11-05,"In","","Yes",2356,1,2018-08-17,2018-08-17,"user_1","user_1"
7357,"Q","Q",2019-07-23,"Out","No","",2357,1,2019-02-13,2019-02-13,"user_1","user_1"
7358,"R","R",2020-04-08,"In","","Yes",2358,2,2019-08-12,2019-08-12,"user_1","user_1"
7359,"S","S",2020-12-24,"Out","No","",2359,2,2020-02-08,2020-02-08,"user_1","user_1"
7360,"T","T",2021-09-10,"In","","Yes",2360,6,2020-08-06,2020-08-06,"user_1","user_1"
7361,"A","A",2018-11-05,"Out","No","",2361,5,2018-08-17,2018-08-17,"user_1","user_1"
7362,"B","B",2019-07-23,"In","","Yes",2362,2,2019-02-13,2019-02-13,"user_1","user_1"
7363,"C","C",2020-04-08,"Out","No","",2363,4,2019-08-12,2019-08-12,"user_1","user_1"
7364,"D","D",2020-12-24,"In","","Yes",2364,4,2020-02-08,2020-02-08,"user_1","user_1"
7365,"E","E",2021-09-10,"Out","No","",2365,3,2020-08-06,2020-08-06,"user_1","user_1"
7366,"F","F",2018-11-05,"In","","Yes",2366,1,2018-08-17,2018-08-17,"user_1","user_1"
7367,"G","G",2019-07-23,"Out","No","",2367,5,2019-02-13,2019-02-13,"user_1","user_1"
7368,"H","H",2020-04-08,"In","","Yes",2368,5,2019-08-12,2019-08-12,"user_1","user_1"
7369,"I","I",2020-12-24,"Out","No","",2369,6,2020-02-08,2020-02-08,"user_1","user_1"
7370,"J","J",2021-09-10,"In","","Yes",2370,5,2020-08-06,2020-08-06,"user_1","user_1"
7371,"K","K",2018-11-05,"Out","No","",2371,2,2018-08-17,2018-08-17,"user_1","user_1"
7372,"L","L",2019-07-23,"In","","Yes",2372,4,2019-02-13,2019-02-13,"user_1","user_1"
7373,"M","M",2020-04-08,"Out","No","",2373,5,2019-08-12,2019-08-12,"user_1","user_1"
7374,"N","N",2020-12-24,"In","","Yes",2374,5,2020-02-08,2020-02-08,"user_1","user_1"
7375,"O","O",2021-09-10,"Out","No","",2375,6,2020-08-06,2020-08-06,"user_1","user_1"
7376,"P","P",2018-11-05,"In","","Yes",2376,1,2018-08-17,2018-08-17,"user_1","user_1"
7377,"Q","Q",2019-07-23,"Out","No","",2377,5,2019-02-13,2019-02-13,"user_1","user_1"
7378,"R","R",2020-04-08,"In","","Yes",2378,6,2019-08-12,2019-08-12,"user_1","user_1"
7379,"S","S",2020-12-24,"Out","No","",2379,1,2020-02-08,2020-02-08,"user_1","user_1"
7380,"T","T",2021-09-10,"In","","Yes",2380,6,2020-08-06,2020-08-06,"user_1","user_1"
7381,"A","A",2018-11-05,"Out","No","",2381,6,2018-08-17,2018-08-17,"user_1","user_1"
7382,"B","B",2019-07-23,"In","","Yes",2382,2,2019-02-13,2019-02-13,"user_1","user_1"
7383,"C","C",2020-04-08,"Out","No","",2383,6,2019-08-12,2019-08-12,"user_1","user_1"
7384,"D","D",2020-12-24,"In","","Yes",2384,3,2020-02-08,2020-02-08,"user_1","user_1"
7385,"E","E",2021-09-10,"Out","No","",2385,6,2020-08-06,2020-08-06,"user_1","user_1"
7386,"F","F",2018-11-05,"In","","Yes",2386,6,2018-08-17,2018-08-17,"user_1","user_1"
7387,"G","G",2019-07-23,"Out","No","",2387,6,2019-02-13,2019-02-13,"user_1","user_1"
7388,"H","H",2020-04-08,"In","","Yes",2388,3,2019-08-12,2019-08-12,"user_1","user_1"
7389,"I","I",2020-12-24,"Out","No","",2389,5,2020-02-08,2020-02-08,"user_1","user_1"
7390,"J","J",2021-09-10,"In","","Yes",2390,6,2020-08-06,2020-08-06,"user_1","user_1"
7391,"K","K",2018-11-05,"Out","No","",2391,2,2018-08-17,2018-08-17,"user_1","user_1"
7392,"L","L",2019-07-23,"In","","Yes",2392,1,2019-02-13,2019-02-13,"user_1","user_1"
7393,"M","M",2020-04-08,"Out","No","",2393,3,2019-08-12,2019-08-12,"user_1","user_1"
7394,"N","N",2020-12-24,"In","","Yes",2394,2,2020-02-08,2020-02-08,"user_1","user_1"
7395,"O","O",2021-09-10,"Out","No","",2395,6,2020-08-06,2020-08-06,"user_1","user_1"
7396,"P","P",2018-11-05,"In","","Yes",2396,1,2018-08-17,2018-08-17,"user_1","user_1"
7397,"Q","Q",2019-07-23,"Out","No","",2397,4,2019-02-13,2019-02-13,"user_1","user_1"
7398,"R","R",2020-04-08,"In","","Yes",2398,3,2019-08-12,2019-08-12,"user_1","user_1"
7399,"S","S",2020-12-24,"Out","No","",2399,5,2020-02-08,2020-02-08,"user_1","user_1"
7400,"T","T",2021-09-10,"In","","Yes",2400,2,2020-08-06,2020-08-06,"user_1","user_1"
7401,"A","A",2018-11-05,"Out","No","",2401,4,2018-08-17,2018-08-17,"user_1","user_1"
7402,"B","B",2019-07-23,"In","","Yes",2402,3,2019-02-13,2019-02-13,"user_1","user_1"
7403,"C","C",2020-04-08,"Out","No","",2403,3,2019-08-12,2019-08-12,"user_1","user_1"
7404,"D","D",2020-12-24,"In","","Yes",2404,2,2020-02-08,2020-02-08,"user_1","user_1"
7405,"E","E",2021-09-10,"Out","No","",2405,5,2020-08-06,2020-08-06,"user_1","user_1"
7406,"F","F",2018-11-05,"In","","Yes",2406,2,2018-08-17,2018-08-17,"user_1","user_1"
7407,"G","G",2019-07-23,"Out","No","",2407,3,2019-02-13,2019-02-13,"user_1","user_1"
7408,"H","H",2020-04-08,"In","","Yes",2408,6,2019-08-12,2019-08-12,"user_1","user_1"
7409,"I","I",2020-12-24,"Out","No","",2409,1,2020-02-08,2020-02-08,"user_1","user_1"
7410,"J","J",2021-09-10,"In","","Yes",2410,1,2020-08-06,2020-08-06,"user_1","user_1"
7411,"K","K",2018-11-05,"Out","No","",2411,3,2018-08-17,2018-08-17,"user_1","user_1"
7412,"L","L",2019-07-23,"In","","Yes",2412,6,2019-02-13,2019-02-13,"user_1","user_1"
7413,"M","M",2020-04-08,"Out","No","",2413,5,2019-08-12,2019-08-12,"user_1","user_1"
7414,"N","N",2020-12-24,"In","","Yes",2414,4,2020-02-08,2020-02-08,"user_1","user_1"
7415,"O","O",2021-09-10,"Out","No","",2415,1,2020-08-06,2020-08-06,"user_1","user_1"
7416,"P","P",2018-11-05,"In","","Yes",2416,2,2018-08-17,2018-08-17,"user_1","user_1"
7417,"Q","Q",2019-07-23,"Out","No","",2417,3,2019-02-13,2019-02-13,"user_1","user_1"
7418,"R","R",2020-04-08,"In","","Yes",2418,5,2019-08-12,2019-08-12,"user_1","user_1"
7419,"S","S",2020-12-24,"Out","No","",2419,5,2020-02-08,2020-02-08,"user_1","user_1"
7420,"T","T",2021-09-10,"In","","Yes",2420,1,2020-08-06,2020-08-06,"user_1","user_1"
7421,"A","A",2018-11-05,"Out","No","",2421,4,2018-08-17,2018-08-17,"user_1","user_1"
7422,"B","B",2019-07-23,"In","","Yes",2422,1,2019-02-13,2019-02-13,"user_1","user_1"
7423,"C","C",2020-04-08,"Out","No","",2423,1,2019-08-12,2019-08-12,"user_1","user_1"
7424,"D","D",2020-12-24,"In","","Yes",2424,2,2020-02-08,2020-02-08,"user_1","user_1"
7425,"E","E",2021-09-10,"Out","No","",2425,4,2020-08-06,2020-08-06,"user_1","user_1"
7426,"F","F",2018-11-05,"In","","Yes",2426,6,2018-08-17,2018-08-17,"user_1","user_1"
7427,"G","G",2019-07-23,"Out","No","",2427,2,2019-02-13,2019-02-13,"user_1","user_1"
7428,"H","H",2020-04-08,"In","","Yes",2428,3,2019-08-12,2019-08-12,"user_1","user_1"
7429,"I","I",2020-12-24,"Out","No","",2429,6,2020-02-08,2020-02-08,"user_1","user_1"
7430,"J","J",2021-09-10,"In","","Yes",2430,4,2020-08-06,2020-08-06,"user_1","user_1"
7431,"K","K",2018-11-05,"Out","No","",2431,5,2018-08-17,2018-08-17,"user_1","user_1"
7432,"L","L",2019-07-23,"In","","Yes",2432,4,2019-02-13,2019-02-13,"user_1","user_1"
7433,"M","M",2020-04-08,"Out","No","",2433,4,2019-08-12,2019-08-12,"user_1","user_1"
7434,"N","N",2020-12-24,"In","","Yes",2434,4,2020-02-08,2020-02-08,"user_1","user_1"
7435,"O","O",2021-09-10,"Out","No","",2435,5,2020-08-06,2020-08-06,"user_1","user_1"
7436,"P","P",2018-11-05,"In","","Yes",2436,1,2018-08-17,2018-08-17,"user_1","user_1"
7437,"Q","Q",2019-07-23,"Out","No","",2437,1,2019-02-13,2019-02-13,"user_1","user_1"
7438,"R","R",2020-04-08,"In","","Yes",2438,2,2019-08-12,2019-08-12,"user_1","user_1"
7439,"S","S",2020-12-24,"Out","No","",2439,1,2020-02-08,2020-02-08,"user_1","user_1"
7440,"T","T",2021-09-10,"In","","Yes",2440,1,2020-08-06,2020-08-06,"user_1","user_1"
7441,"A","A",2018-11-05,"Out","No","",2441,3,2018-08-17,2018-08-17,"user_1","user_1"
7442,"B","B",2019-07-23,"In","","Yes",2442,1,2019-02-13,2019-02-13,"user_1","user_1"
7443,"C","C",2020-04-08,"Out","No","",2443,5,2019-08-12,2019-08-12,"user_1","user_1"
7444,"D","D",2020-12-24,"In","","Yes",2444,4,2020-02-08,2020-02-08,"user_1","user_1"
7445,"E","E",2021-09-10,"Out","No","",2445,3,2020-08-06,2020-08-06,"user_1","user_1"
7446,"F","F",2018-11-05,"In","","Yes",2446,1,2018-08-17,2018-08-17,"user_1","user_1"
7447,"G","G",2019-07-23,"Out","No","",2447,4,2019-02-13,2019-02-13,"user_1","user_1"
7448,"H","H",2020-04-08,"In","","Yes",2448,3,2019-08-12,2019-08-12,"user_1","user_1"
7449,"I","I",2020-12-24,"Out","No","",2449,6,2020-02-08,2020-02-08,"user_1","user_1"
7450,"J","J",2021-09-10,"In","","Yes",2450,4,2020-08-06,2020-08-06,"user_1","user_1"
7451,"K","K",2018-11-05,"Out","No","",2451,2,2018-08-17,2018-08-17,"user_1","user_1"
7452,"L","L",2019-07-23,"In","","Yes",2452,3,2019-02-13,2019-02-13,"user_1","user_1"
7453,"M","M",2020-04-08,"Out","No","",2453,1,2019-08-12,2019-08-12,"user_1","user_1"
7454,"N","N",2020-12-24,"In","","Yes",2454,2,2020-02-08,2020-02-08,"user_1","user_1"
7455,"O","O",2021-09-10,"Out","No","",2455,4,2020-08-06,2020-08-06,"user_1","user_1"
7456,"P","P",2018-11-05,"In","","Yes",2456,4,2018-08-17,2018-08-17,"user_1","user_1"
7457,"Q","Q",2019-07-23,"Out","No","",2457,1,2019-02-13,2019-02-13,"user_1","user_1"
7458,"R","R",2020-04-08,"In","","Yes",2458,2,2019-08-12,2019-08-12,"user_1","user_1"
7459,"S","S",2020-12-24,"Out","No","",2459,1,2020-02-08,2020-02-08,"user_1","user_1"
7460,"T","T",2021-09-10,"In","","Yes",2460,5,2020-08-06,2020-08-06,"user_1","user_1"
7461,"A","A",2018-11-05,"Out","No","",2461,4,2018-08-17,2018-08-17,"user_1","user_1"
7462,"B","B",2019-07-23,"In","","Yes",2462,4,2019-02-13,2019-02-13,"user_1","user_1"
7463,"C","C",2020-04-08,"Out","No","",2463,1,2019-08-12,2019-08-12,"user_1","user_1"
7464,"D","D",2020-12-24,"In","","Yes",2464,1,2020-02-08,2020-02-08,"user_1","user_1"
7465,"E","E",2021-09-10,"Out","No","",2465,3,2020-08-06,2020-08-06,"user_1","user_1"
7466,"F","F",2018-11-05,"In","","Yes",2466,2,2018-08-17,2018-08-17,"user_1","user_1"
7467,"G","G",2019-07-23,"Out","No","",2467,6,2019-02-13,2019-02-13,"user_1","user_1"
7468,"H","H",2020-04-08,"In","","Yes",2468,2,2019-08-12,2019-08-12,"user_1","user_1"
7469,"I","I",2020-12-24,"Out","No","",2469,3,2020-02-08,2020-02-08,"user_1","user_1"
7470,"J","J",2021-09-10,"In","","Yes",2470,5,2020-08-06,2020-08-06,"user_1","user_1"
7471,"K","K",2018-11-05,"Out","No","",2471,1,2018-08-17,2018-08-17,"user_1","user_1"
7472,"L","L",2019-07-23,"In","","Yes",2472,5,2019-02-13,2019-02-13,"user_1","user_1"
7473,"M","M",2020-04-08,"Out","No","",2473,4,2019-08-12,2019-08-12,"user_1","user_1"
7474,"N","N",2020-12-24,"In","","Yes",2474,5,2020-02-08,2020-02-08,"user_1","user_1"
7475,"O","O",2021-09-10,"Out","No","",2475,5,2020-08-06,2020-08-06,"user_1","user_1"
7476,"P","P",2018-11-05,"In","","Yes",2476,5,2018-08-17,2018-08-17,"user_1","user_1"
7477,"Q","Q",2019-07-23,"Out","No","",2477,1,2019-02-13,2019-02-13,"user_1","user_1"
7478,"R","R",2020-04-08,"In","","Yes",2478,2,2019-08-12,2019-08-12,"user_1","user_1"
7479,"S","S",2020-12-24,"Out","No","",2479,1,2020-02-08,2020-02-08,"user_1","user_1"
7480,"T","T",2021-09-10,"In","","Yes",2480,4,2020-08-06,2020-08-06,"user_1","user_1"
7481,"A","A",2018-11-05,"Out","No","",2481,5,2018-08-17,2018-08-17,"user_1","user_1"
7482,"B","B",2019-07-23,"In","","Yes",2482,2,2019-02-13,2019-02-13,"user_1","user_1"
7483,"C","C",2020-04-08,"Out","No","",2483,6,2019-08-12,2019-08-12,"user_1","user_1"
7484,"D","D",2020-12-24,"In","","Yes",2484,2,2020-02-08,2020-02-08,"user_1","user_1"
7485,"E","E",2021-09-10,"Out","No","",2485,6,2020-08-06,2020-08-06,"user_1","user_1"
7486,"F","F",2018-11-05,"In","","Yes",2486,4,2018-08-17,2018-08-17,"user_1","user_1"
7487,"G","G",2019-07-23,"Out","No","",2487,3,2019-02-13,2019-02-13,"user_1","user_1"
7488,"H","H",2020-04-08,"In","","Yes",2488,1,2019-08-12,2019-08-12,"user_1","user_1"
7489,"I","I",2020-12-24,"Out","No","",2489,2,2020-02-08,2020-02-08,"user_1","user_1"
7490,"J","J",2021-09-10,"In","","Yes",2490,2,2020-08-06,2020-08-06,"user_1","user_1"
7491,"K","K",2018-11-05,"Out","No","",2491,6,2018-08-17,2018-08-17,"user_1","user_1"
7492,"L","L",2019-07-23,"In","","Yes",2492,3,2019-02-13,2019-02-13,"user_1","user_1"
7493,"M","M",2020-04-08,"Out","No","",2493,5,2019-08-12,2019-08-12,"user_1","user_1"
7494,"N","N",2020-12-24,"In","","Yes",2494,5,2020-02-08,2020-02-08,"user_1","user_1"
7495,"O","O",2021-09-10,"Out","No","",2495,1,2020-08-06,2020-08-06,"user_1","user_1"
7496,"P","P",2018-11-05,"In","","Yes",2496,6,2018-08-17,2018-08-17,"user_1","user_1"
7497,"Q","Q",2019-07-23,"Out","No","",2497,6,2019-02-13,2019-02-13,"user_1","user_1"
7498,"R","R",2020-04-08,"In","","Yes",2498,1,2019-08-12,2019-08-12,"user_1","user_1"
7499,"S","S",2020-12-24,"Out","No","",2499,1,2020-02-08,2020-02-08,"user_1","user_1"
7500,"T","T",2021-09-10,"In","","Yes",2500,6,2020-08-06,2020-08-06,"user_1","user_1"
7501,"A","A",2018-11-05,"Out","No","",2501,6,2018-08-17,2018-08-17,"user_1","user_1"
7502,"B","B",2019-07-23,"In","","Yes",2502,5,2019-02-13,2019-02-13,"user_1","user_1"
7503,"C","C",2020-04-08,"Out","No","",2503,4,2019-08-12,2019-08-12,"user_1","user_1"
7504,"D","D",2020-12-24,"In","","Yes",2504,3,2020-02-08,2020-02-08,"user_1","user_1"
7505,"E","E",2021-09-10,"Out","No","",2505,4,2020-08-06,2020-08-06,"user_1","user_1"
7506,"F","F",2018-11-05,"In","","Yes",2506,1,2018-08-17,2018-08-17,"user_1","user_1"
7507,"G","G",2019-07-23,"Out","No","",2507,1,2019-02-13,2019-02-13,"user_1","user_1"
7508,"H","H",2020-04-08,"In","","Yes",2508,2,2019-08-12,2019-08-12,"user_1","user_1"
7509,"I","I",2020-12-24,"Out","No","",2509,2,2020-02-08,2020-02-08,"user_1","user_1"
7510,"J","J",2021-09-10,"In","","Yes",2510,6,2020-08-06,2020-08-06,"user_1","user_1"
7511,"K","K",2018-11-05,"Out","No","",2511,5,2018-08-17,2018-08-17,"user_1","user_1"
7512,"L","L",2019-07-23,"In","","Yes",2512,3,2019-02-13,2019-02-13,"user_1","user_1"
7513,"M","M",2020-04-08,"Out","No","",2513,6,2019-08-12,2019-08-12,"user_1","user_1"
7514,"N","N",2020-12-24,"In","","Yes",2514,1,2020-02-08,2020-02-08,"user_1","user_1"
7515,"O","O",2021-09-10,"Out","No","",2515,1,2020-08-06,2020-08-06,"user_1","user_1"
7516,"P","P",2018-11-05,"In","","Yes",2516,3,2018-08-17,2018-08-17,"user_1","user_1"
7517,"Q","Q",2019-07-23,"Out","No","",2517,6,2019-02-13,2019-02-13,"user_1","user_1"
7518,"R","R",2020-04-08,"In","","Yes",2518,3,2019-08-12,2019-08-12,"user_1","user_1"
7519,"S","S",2020-12-24,"Out","No","",2519,2,2020-02-08,2020-02-08,"user_1","user_1"
7520,"T","T",2021-09-10,"In","","Yes",2520,4,2020-08-06,2020-08-06,"user_1","user_1"
7521,"A","A",2018-11-05,"Out","No","",2521,1,2018-08-17,2018-08-17,"user_1","user_1"
7522,"B","B",2019-07-23,"In","","Yes",2522,3,2019-02-13,2019-02-13,"user_1","user_1"
7523,"C","C",2020-04-08,"Out","No","",2523,6,2019-08-12,2019-08-12,"user_1","user_1"
7524,"D","D",2020-12-24,"In","","Yes",2524,4,2020-02-08,2020-02-08,"user_1","user_1"
7525,"E","E",2021-09-10,"Out","No","",2525,1,2020-08-06,2020-08-06,"user_1","user_1"
7526,"F","F",2018-11-05,"In","","Yes",2526,2,2018-08-17,2018-08-17,"user_1","user_1"
7527,"G","G",2019-07-23,"Out","No","",2527,5,2019-02-13,2019-02-13,"user_1","user_1"
7528,"H","H",2020-04-08,"In","","Yes",2528,6,2019-08-12,2019-08-12,"user_1","user_1"
7529,"I","I",2020-12-24,"Out","No","",2529,2,2020-02-08,2020-02-08,"user_1","user_1"
7530,"J","J",2021-09-10,"In","","Yes",2530,6,2020-08-06,2020-08-06,"user_1","user_1"
7531,"K","K",2018-11-05,"Out","No","",2531,2,2018-08-17,2018-08-17,"user_1","user_1"
7532,"L","L",2019-07-23,"In","","Yes",2532,1,2019-02-13,2019-02-13,"user_1","user_1"
7533,"M","M",2020-04-08,"Out","No","",2533,2,2019-08-12,2019-08-12,"user_1","user_1"
7534,"N","N",2020-12-24,"In","","Yes",2534,6,2020-02-08,2020-02-08,"user_1","user_1"
7535,"O","O",2021-09-10,"Out","No","",2535,4,2020-08-06,2020-08-06,"user_1","user_1"
7536,"P","P",2018-11-05,"In","","Yes",2536,2,2018-08-17,2018-08-17,"user_1","user_1"
7537,"Q","Q",2019-07-23,"Out","No","",2537,3,2019-02-13,2019-02-13,"user_1","user_1"
7538,"R","R",2020-04-08,"In","","Yes",2538,6,2019-08-12,2019-08-12,"user_1","user_1"
7539,"S","S",2020-12-24,"Out","No","",2539,5,2020-02-08,2020-02-08,"user_1","user_1"
7540,"T","T",2021-09-10,"In","","Yes",2540,5,2020-08-06,2020-08-06,"user_1","user_1"
7541,"A","A",2018-11-05,"Out","No","",2541,5,2018-08-17,2018-08-17,"user_1","user_1"
7542,"B","B",2019-07-23,"In","","Yes",2542,1,2019-02-13,2019-02-13,"user_1","user_1"
7543,"C","C",2020-04-08,"Out","No","",2543,2,2019-08-12,2019-08-12,"user_1","user_1"
