"id","first_name","last_name","date_of_migration","migration_type","from_region","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
9467,"G","G","2019-07-23","In","yes",4467,6,"2019-02-13","2019-02-13","user_1","user_1"
9468,"H","H","2020-04-08","In","yes",4468,6,"2019-08-12","2019-08-12","user_1","user_1"
9469,"I","I","2020-12-24","In","yes",4469,6,"2020-02-08","2020-02-08","user_1","user_1"
9470,"J","J","2021-09-10","In","yes",4470,6,"2020-08-06","2020-08-06","user_1","user_1"
9471,"K","K","2018-11-05","In","yes",4471,6,"2018-08-17","2018-08-17","user_1","user_1"
9472,"L","L","2019-07-23","In","yes",4472,6,"2019-02-13","2019-02-13","user_1","user_1"
9473,"M","M","2020-04-08","In","yes",4473,6,"2019-08-12","2019-08-12","user_1","user_1"
9474,"N","N","2020-12-24","In","yes",4474,6,"2020-02-08","2020-02-08","user_1","user_1"
9475,"O","O","2021-09-10","In","yes",4475,6,"2020-08-06","2020-08-06","user_1","user_1"
9476,"P","P","2018-11-05","In","yes",4476,6,"2018-08-17","2018-08-17","user_1","user_1"
9477,"Q","Q","2019-07-23","In","yes",4477,6,"2019-02-13","2019-02-13","user_1","user_1"
9478,"R","R","2020-04-08","In","yes",4478,6,"2019-08-12","2019-08-12","user_1","user_1"
9479,"S","S","2020-12-24","In","yes",4479,6,"2020-02-08","2020-02-08","user_1","user_1"
9480,"T","T","2021-09-10","In","yes",4480,6,"2020-08-06","2020-08-06","user_1","user_1"
9481,"A","A","2018-11-05","In","yes",4481,6,"2018-08-17","2018-08-17","user_1","user_1"
9482,"B","B","2019-07-23","In","yes",4482,6,"2019-02-13","2019-02-13","user_1","user_1"
9483,"C","C","2020-04-08","In","yes",4483,6,"2019-08-12","2019-08-12","user_1","user_1"
9484,"D","D","2020-12-24","In","yes",4484,6,"2020-02-08","2020-02-08","user_1","user_1"
9485,"E","E","2021-09-10","In","yes",4485,6,"2020-08-06","2020-08-06","user_1","user_1"
9486,"F","F","2018-11-05","In","yes",4486,6,"2018-08-17","2018-08-17","user_1","user_1"
9487,"G","G","2019-07-23","In","yes",4487,6,"2019-02-13","2019-02-13","user_1","user_1"
9488,"H","H","2020-04-08","In","yes",4488,6,"2019-08-12","2019-08-12","user_1","user_1"
9489,"I","I","2020-12-24","In","yes",4489,6,"2020-02-08","2020-02-08","user_1","user_1"
9490,"J","J","2021-09-10","In","yes",4490,6,"2020-08-06","2020-08-06","user_1","user_1"
9491,"K","K","2018-11-05","In","yes",4491,6,"2018-08-17","2018-08-17","user_1","user_1"
9492,"L","L","2019-07-23","In","yes",4492,6,"2019-02-13","2019-02-13","user_1","user_1"
9493,"M","M","2020-04-08","In","yes",4493,6,"2019-08-12","2019-08-12","user_1","user_1"
9494,"N","N","2020-12-24","In","yes",4494,6,"2020-02-08","2020-02-08","user_1","user_1"
9495,"O","O","2021-09-10","In","yes",4495,6,"2020-08-06","2020-08-06","user_1","user_1"
9496,"P","P","2018-11-05","In","yes",4496,6,"2018-08-17","2018-08-17","user_1","user_1"
9497,"Q","Q","2019-07-23","In","yes",4497,6,"2019-02-13","2019-02-13","user_1","user_1"
9498,"R","R","2020-04-08","In","yes",4498,6,"2019-08-12","2019-08-12","user_1","user_1"
9499,"S","S","2020-12-24","In","yes",4499,6,"2020-02-08","2020-02-08","user_1","user_1"
9500,"T","T","2021-09-10","In","yes",4500,6,"2020-08-06","2020-08-06","user_1","user_1"
9501,"A","A","2018-11-05","In","yes",4501,6,"2018-08-17","2018-08-17","user_1","user_1"
9502,"B","B","2019-07-23","In","yes",4502,6,"2019-02-13","2019-02-13","user_1","user_1"
9503,"C","C","2020-04-08","In","yes",4503,6,"2019-08-12","2019-08-12","user_1","user_1"
9504,"D","D","2020-12-24","In","yes",4504,6,"2020-02-08","2020-02-08","user_1","user_1"
9505,"E","E","2021-09-10","In","yes",4505,6,"2020-08-06","2020-08-06","user_1","user_1"
9506,"F","F","2018-11-05","In","yes",4506,6,"2018-08-17","2018-08-17","user_1","user_1"
9507,"G","G","2019-07-23","In","yes",4507,6,"2019-02-13","2019-02-13","user_1","user_1"
9508,"H","H","2020-04-08","In","yes",4508,6,"2019-08-12","2019-08-12","user_1","user_1"
9509,"I","I","2020-12-24","In","yes",4509,6,"2020-02-08","2020-02-08","user_1","user_1"
9510,"J","J","2021-09-10","In","yes",4510,6,"2020-08-06","2020-08-06","user_1","user_1"
9511,"K","K","2018-11-05","In","yes",4511,6,"2018-08-17","2018-08-17","user_1","user_1"
9512,"L","L","2019-07-23","In","yes",4512,6,"2019-02-13","2019-02-13","user_1","user_1"
9513,"M","M","2020-04-08","In","yes",4513,6,"2019-08-12","2019-08-12","user_1","user_1"
9514,"N","N","2020-12-24","In","yes",4514,6,"2020-02-08","2020-02-08","user_1","user_1"
9515,"O","O","2021-09-10","In","yes",4515,6,"2020-08-06","2020-08-06","user_1","user_1"
9516,"P","P","2018-11-05","In","yes",4516,6,"2018-08-17","2018-08-17","user_1","user_1"
9517,"Q","Q","2019-07-23","In","yes",4517,6,"2019-02-13","2019-02-13","user_1","user_1"
9518,"R","R","2020-04-08","In","yes",4518,6,"2019-08-12","2019-08-12","user_1","user_1"
9519,"S","S","2020-12-24","In","yes",4519,6,"2020-02-08","2020-02-08","user_1","user_1"
9520,"T","T","2021-09-10","In","yes",4520,6,"2020-08-06","2020-08-06","user_1","user_1"
9521,"A","A","2018-11-05","In","yes",4521,6,"2018-08-17","2018-08-17","user_1","user_1"
9522,"B","B","2019-07-23","In","yes",4522,6,"2019-02-13","2019-02-13","user_1","user_1"
9523,"C","C","2020-04-08","In","yes",4523,6,"2019-08-12","2019-08-12","user_1","user_1"
9524,"D","D","2020-12-24","In","yes",4524,6,"2020-02-08","2020-02-08","user_1","user_1"
9525,"E","E","2021-09-10","In","yes",4525,6,"2020-08-06","2020-08-06","user_1","user_1"
9526,"F","F","2018-11-05","In","yes",4526,6,"2018-08-17","2018-08-17","user_1","user_1"
9527,"G","G","2019-07-23","In","yes",4527,6,"2019-02-13","2019-02-13","user_1","user_1"
9528,"H","H","2020-04-08","In","yes",4528,6,"2019-08-12","2019-08-12","user_1","user_1"
9529,"I","I","2020-12-24","In","yes",4529,6,"2020-02-08","2020-02-08","user_1","user_1"
9530,"J","J","2021-09-10","In","yes",4530,6,"2020-08-06","2020-08-06","user_1","user_1"
9531,"K","K","2018-11-05","In","yes",4531,6,"2018-08-17","2018-08-17","user_1","user_1"
9532,"L","L","2019-07-23","In","yes",4532,6,"2019-02-13","2019-02-13","user_1","user_1"
9533,"M","M","2020-04-08","In","yes",4533,6,"2019-08-12","2019-08-12","user_1","user_1"
9534,"N","N","2020-12-24","In","yes",4534,6,"2020-02-08","2020-02-08","user_1","user_1"
9535,"O","O","2021-09-10","In","yes",4535,6,"2020-08-06","2020-08-06","user_1","user_1"
9536,"P","P","2018-11-05","In","yes",4536,6,"2018-08-17","2018-08-17","user_1","user_1"
9537,"Q","Q","2019-07-23","In","yes",4537,6,"2019-02-13","2019-02-13","user_1","user_1"
9538,"R","R","2020-04-08","In","yes",4538,6,"2019-08-12","2019-08-12","user_1","user_1"
9539,"S","S","2020-12-24","In","yes",4539,6,"2020-02-08","2020-02-08","user_1","user_1"
9540,"T","T","2021-09-10","In","yes",4540,6,"2020-08-06","2020-08-06","user_1","user_1"
9541,"A","A","2018-11-05","In","yes",4541,6,"2018-08-17","2018-08-17","user_1","user_1"
9542,"B","B","2019-07-23","In","yes",4542,6,"2019-02-13","2019-02-13","user_1","user_1"
9543,"C","C","2020-04-08","In","yes",4543,6,"2019-08-12","2019-08-12","user_1","user_1"
9544,"D","D","2020-12-24","In","yes",4544,6,"2020-02-08","2020-02-08","user_1","user_1"
9545,"E","E","2021-09-10","In","yes",4545,6,"2020-08-06","2020-08-06","user_1","user_1"
9546,"F","F","2018-11-05","In","yes",4546,6,"2018-08-17","2018-08-17","user_1","user_1"
9547,"G","G","2019-07-23","In","yes",4547,6,"2019-02-13","2019-02-13","user_1","user_1"
9548,"H","H","2020-04-08","In","yes",4548,6,"2019-08-12","2019-08-12","user_1","user_1"
9549,"I","I","2020-12-24","In","yes",4549,6,"2020-02-08","2020-02-08","user_1","user_1"
9550,"J","J","2021-09-10","In","yes",4550,6,"2020-08-06","2020-08-06","user_1","user_1"
9551,"K","K","2018-11-05","In","yes",4551,6,"2018-08-17","2018-08-17","user_1","user_1"
9552,"L","L","2019-07-23","In","yes",4552,6,"2019-02-13","2019-02-13","user_1","user_1"
9553,"M","M","2020-04-08","In","yes",4553,6,"2019-08-12","2019-08-12","user_1","user_1"
9554,"N","N","2020-12-24","In","yes",4554,6,"2020-02-08","2020-02-08","user_1","user_1"
9555,"O","O","2021-09-10","In","yes",4555,6,"2020-08-06","2020-08-06","user_1","user_1"
9556,"P","P","2018-11-05","In","yes",4556,6,"2018-08-17","2018-08-17","user_1","user_1"
9557,"Q","Q","2019-07-23","In","yes",4557,6,"2019-02-13","2019-02-13","user_1","user_1"
9558,"R","R","2020-04-08","In","yes",4558,6,"2019-08-12","2019-08-12","user_1","user_1"
9559,"S","S","2020-12-24","In","yes",4559,6,"2020-02-08","2020-02-08","user_1","user_1"
9560,"T","T","2021-09-10","In","yes",4560,6,"2020-08-06","2020-08-06","user_1","user_1"
9561,"A","A","2018-11-05","In","yes",4561,6,"2018-08-17","2018-08-17","user_1","user_1"
9562,"B","B","2019-07-23","In","yes",4562,6,"2019-02-13","2019-02-13","user_1","user_1"
9563,"C","C","2020-04-08","In","yes",4563,6,"2019-08-12","2019-08-12","user_1","user_1"
9564,"D","D","2020-12-24","In","yes",4564,6,"2020-02-08","2020-02-08","user_1","user_1"
9565,"E","E","2021-09-10","In","yes",4565,6,"2020-08-06","2020-08-06","user_1","user_1"
9566,"F","F","2018-11-05","In","yes",4566,6,"2018-08-17","2018-08-17","user_1","user_1"
9567,"G","G","2019-07-23","In","yes",4567,6,"2019-02-13","2019-02-13","user_1","user_1"
9568,"H","H","2020-04-08","In","yes",4568,6,"2019-08-12","2019-08-12","user_1","user_1"
9569,"I","I","2020-12-24","In","yes",4569,6,"2020-02-08","2020-02-08","user_1","user_1"
9570,"J","J","2021-09-10","In","yes",4570,6,"2020-08-06","2020-08-06","user_1","user_1"
9571,"K","K","2018-11-05","In","yes",4571,6,"2018-08-17","2018-08-17","user_1","user_1"
9572,"L","L","2019-07-23","In","yes",4572,6,"2019-02-13","2019-02-13","user_1","user_1"
9573,"M","M","2020-04-08","In","yes",4573,6,"2019-08-12","2019-08-12","user_1","user_1"
9574,"N","N","2020-12-24","In","yes",4574,6,"2020-02-08","2020-02-08","user_1","user_1"
9575,"O","O","2021-09-10","In","yes",4575,6,"2020-08-06","2020-08-06","user_1","user_1"
9576,"P","P","2018-11-05","In","yes",4576,6,"2018-08-17","2018-08-17","user_1","user_1"
9577,"Q","Q","2019-07-23","In","yes",4577,6,"2019-02-13","2019-02-13","user_1","user_1"
9578,"R","R","2020-04-08","In","yes",4578,6,"2019-08-12","2019-08-12","user_1","user_1"
9579,"S","S","2020-12-24","In","yes",4579,6,"2020-02-08","2020-02-08","user_1","user_1"
9580,"T","T","2021-09-10","In","yes",4580,6,"2020-08-06","2020-08-06","user_1","user_1"
9581,"A","A","2018-11-05","In","yes",4581,6,"2018-08-17","2018-08-17","user_1","user_1"
9582,"B","B","2019-07-23","In","yes",4582,6,"2019-02-13","2019-02-13","user_1","user_1"
9583,"C","C","2020-04-08","In","yes",4583,6,"2019-08-12","2019-08-12","user_1","user_1"
9584,"D","D","2020-12-24","In","yes",4584,6,"2020-02-08","2020-02-08","user_1","user_1"
9585,"E","E","2021-09-10","In","yes",4585,6,"2020-08-06","2020-08-06","user_1","user_1"
9586,"F","F","2018-11-05","In","yes",4586,6,"2018-08-17","2018-08-17","user_1","user_1"
9587,"G","G","2019-07-23","In","yes",4587,6,"2019-02-13","2019-02-13","user_1","user_1"
9588,"H","H","2020-04-08","In","yes",4588,6,"2019-08-12","2019-08-12","user_1","user_1"
9589,"I","I","2020-12-24","In","yes",4589,6,"2020-02-08","2020-02-08","user_1","user_1"
9590,"J","J","2021-09-10","In","yes",4590,6,"2020-08-06","2020-08-06","user_1","user_1"
9591,"K","K","2018-11-05","In","yes",4591,6,"2018-08-17","2018-08-17","user_1","user_1"
9592,"L","L","2019-07-23","In","yes",4592,6,"2019-02-13","2019-02-13","user_1","user_1"
9593,"M","M","2020-04-08","In","yes",4593,6,"2019-08-12","2019-08-12","user_1","user_1"
9594,"N","N","2020-12-24","In","yes",4594,6,"2020-02-08","2020-02-08","user_1","user_1"
9595,"O","O","2021-09-10","In","yes",4595,6,"2020-08-06","2020-08-06","user_1","user_1"
9596,"P","P","2018-11-05","In","yes",4596,6,"2018-08-17","2018-08-17","user_1","user_1"
9597,"Q","Q","2019-07-23","In","yes",4597,6,"2019-02-13","2019-02-13","user_1","user_1"
9598,"R","R","2020-04-08","In","yes",4598,6,"2019-08-12","2019-08-12","user_1","user_1"
9599,"S","S","2020-12-24","In","yes",4599,6,"2020-02-08","2020-02-08","user_1","user_1"
9600,"T","T","2021-09-10","In","yes",4600,6,"2020-08-06","2020-08-06","user_1","user_1"
9601,"A","A","2018-11-05","In","yes",4601,6,"2018-08-17","2018-08-17","user_1","user_1"
9602,"B","B","2019-07-23","In","yes",4602,6,"2019-02-13","2019-02-13","user_1","user_1"
9603,"C","C","2020-04-08","In","yes",4603,6,"2019-08-12","2019-08-12","user_1","user_1"
9604,"D","D","2020-12-24","In","yes",4604,6,"2020-02-08","2020-02-08","user_1","user_1"
9605,"E","E","2021-09-10","In","yes",4605,6,"2020-08-06","2020-08-06","user_1","user_1"
9606,"F","F","2018-11-05","In","yes",4606,6,"2018-08-17","2018-08-17","user_1","user_1"
9607,"G","G","2019-07-23","In","yes",4607,6,"2019-02-13","2019-02-13","user_1","user_1"
9608,"H","H","2020-04-08","In","yes",4608,6,"2019-08-12","2019-08-12","user_1","user_1"
9609,"I","I","2020-12-24","In","yes",4609,6,"2020-02-08","2020-02-08","user_1","user_1"
9610,"J","J","2021-09-10","In","yes",4610,6,"2020-08-06","2020-08-06","user_1","user_1"
9611,"K","K","2018-11-05","In","yes",4611,6,"2018-08-17","2018-08-17","user_1","user_1"
9612,"L","L","2019-07-23","In","yes",4612,6,"2019-02-13","2019-02-13","user_1","user_1"
9613,"M","M","2020-04-08","In","yes",4613,6,"2019-08-12","2019-08-12","user_1","user_1"
9614,"N","N","2020-12-24","In","yes",4614,6,"2020-02-08","2020-02-08","user_1","user_1"
9615,"O","O","2021-09-10","In","yes",4615,6,"2020-08-06","2020-08-06","user_1","user_1"
9616,"P","P","2018-11-05","In","yes",4616,6,"2018-08-17","2018-08-17","user_1","user_1"
9617,"Q","Q","2019-07-23","In","yes",4617,6,"2019-02-13","2019-02-13","user_1","user_1"
9618,"R","R","2020-04-08","In","yes",4618,6,"2019-08-12","2019-08-12","user_1","user_1"
9619,"S","S","2020-12-24","In","yes",4619,6,"2020-02-08","2020-02-08","user_1","user_1"
9620,"T","T","2021-09-10","In","yes",4620,6,"2020-08-06","2020-08-06","user_1","user_1"
9621,"A","A","2018-11-05","In","yes",4621,6,"2018-08-17","2018-08-17","user_1","user_1"
9622,"B","B","2019-07-23","In","yes",4622,6,"2019-02-13","2019-02-13","user_1","user_1"
9623,"C","C","2020-04-08","In","yes",4623,6,"2019-08-12","2019-08-12","user_1","user_1"
9624,"D","D","2020-12-24","In","yes",4624,6,"2020-02-08","2020-02-08","user_1","user_1"
9625,"E","E","2021-09-10","In","yes",4625,6,"2020-08-06","2020-08-06","user_1","user_1"
9626,"F","F","2018-11-05","In","yes",4626,6,"2018-08-17","2018-08-17","user_1","user_1"
9627,"G","G","2019-07-23","In","yes",4627,6,"2019-02-13","2019-02-13","user_1","user_1"
9628,"H","H","2020-04-08","In","yes",4628,6,"2019-08-12","2019-08-12","user_1","user_1"
9629,"I","I","2020-12-24","In","yes",4629,6,"2020-02-08","2020-02-08","user_1","user_1"
9630,"J","J","2021-09-10","In","yes",4630,6,"2020-08-06","2020-08-06","user_1","user_1"
9631,"K","K","2018-11-05","In","yes",4631,6,"2018-08-17","2018-08-17","user_1","user_1"
9632,"L","L","2019-07-23","In","yes",4632,6,"2019-02-13","2019-02-13","user_1","user_1"
9633,"M","M","2020-04-08","In","yes",4633,6,"2019-08-12","2019-08-12","user_1","user_1"
9634,"N","N","2020-12-24","In","yes",4634,6,"2020-02-08","2020-02-08","user_1","user_1"
9635,"O","O","2021-09-10","In","yes",4635,6,"2020-08-06","2020-08-06","user_1","user_1"
9636,"P","P","2018-11-05","In","yes",4636,6,"2018-08-17","2018-08-17","user_1","user_1"
9637,"Q","Q","2019-07-23","In","yes",4637,6,"2019-02-13","2019-02-13","user_1","user_1"
9638,"R","R","2020-04-08","In","yes",4638,6,"2019-08-12","2019-08-12","user_1","user_1"
9639,"S","S","2020-12-24","In","yes",4639,6,"2020-02-08","2020-02-08","user_1","user_1"
9640,"T","T","2021-09-10","In","yes",4640,6,"2020-08-06","2020-08-06","user_1","user_1"
9641,"A","A","2018-11-05","In","yes",4641,6,"2018-08-17","2018-08-17","user_1","user_1"
9642,"B","B","2019-07-23","In","yes",4642,6,"2019-02-13","2019-02-13","user_1","user_1"
9643,"C","C","2020-04-08","In","yes",4643,6,"2019-08-12","2019-08-12","user_1","user_1"
9644,"D","D","2020-12-24","In","yes",4644,6,"2020-02-08","2020-02-08","user_1","user_1"
9645,"E","E","2021-09-10","In","yes",4645,6,"2020-08-06","2020-08-06","user_1","user_1"
9646,"F","F","2018-11-05","In","yes",4646,6,"2018-08-17","2018-08-17","user_1","user_1"
9647,"G","G","2019-07-23","In","yes",4647,6,"2019-02-13","2019-02-13","user_1","user_1"
9648,"H","H","2020-04-08","In","yes",4648,6,"2019-08-12","2019-08-12","user_1","user_1"
9649,"I","I","2020-12-24","In","yes",4649,6,"2020-02-08","2020-02-08","user_1","user_1"
9650,"J","J","2021-09-10","In","yes",4650,6,"2020-08-06","2020-08-06","user_1","user_1"
9651,"K","K","2018-11-05","In","yes",4651,6,"2018-08-17","2018-08-17","user_1","user_1"
9652,"L","L","2019-07-23","In","yes",4652,6,"2019-02-13","2019-02-13","user_1","user_1"
9653,"M","M","2020-04-08","In","yes",4653,6,"2019-08-12","2019-08-12","user_1","user_1"
9654,"N","N","2020-12-24","In","yes",4654,6,"2020-02-08","2020-02-08","user_1","user_1"
9655,"O","O","2021-09-10","In","yes",4655,6,"2020-08-06","2020-08-06","user_1","user_1"
9656,"P","P","2018-11-05","In","yes",4656,6,"2018-08-17","2018-08-17","user_1","user_1"
9657,"Q","Q","2019-07-23","In","yes",4657,6,"2019-02-13","2019-02-13","user_1","user_1"
9658,"R","R","2020-04-08","In","yes",4658,6,"2019-08-12","2019-08-12","user_1","user_1"
9659,"S","S","2020-12-24","In","yes",4659,6,"2020-02-08","2020-02-08","user_1","user_1"
9660,"T","T","2021-09-10","In","yes",4660,6,"2020-08-06","2020-08-06","user_1","user_1"
9661,"A","A","2018-11-05","In","yes",4661,6,"2018-08-17","2018-08-17","user_1","user_1"
9662,"B","B","2019-07-23","In","yes",4662,6,"2019-02-13","2019-02-13","user_1","user_1"
9663,"C","C","2020-04-08","In","yes",4663,6,"2019-08-12","2019-08-12","user_1","user_1"
9664,"D","D","2020-12-24","In","yes",4664,6,"2020-02-08","2020-02-08","user_1","user_1"
9665,"E","E","2021-09-10","In","yes",4665,6,"2020-08-06","2020-08-06","user_1","user_1"
9666,"F","F","2018-11-05","In","yes",4666,6,"2018-08-17","2018-08-17","user_1","user_1"
9667,"G","G","2019-07-23","In","yes",4667,6,"2019-02-13","2019-02-13","user_1","user_1"
9668,"H","H","2020-04-08","In","yes",4668,6,"2019-08-12","2019-08-12","user_1","user_1"
9669,"I","I","2020-12-24","In","yes",4669,6,"2020-02-08","2020-02-08","user_1","user_1"
9670,"J","J","2021-09-10","In","yes",4670,6,"2020-08-06","2020-08-06","user_1","user_1"
9671,"K","K","2018-11-05","In","yes",4671,6,"2018-08-17","2018-08-17","user_1","user_1"
9672,"L","L","2019-07-23","In","yes",4672,6,"2019-02-13","2019-02-13","user_1","user_1"
9673,"M","M","2020-04-08","In","yes",4673,6,"2019-08-12","2019-08-12","user_1","user_1"
9674,"N","N","2020-12-24","In","yes",4674,6,"2020-02-08","2020-02-08","user_1","user_1"
9675,"O","O","2021-09-10","In","yes",4675,6,"2020-08-06","2020-08-06","user_1","user_1"
9676,"P","P","2018-11-05","In","yes",4676,6,"2018-08-17","2018-08-17","user_1","user_1"
9677,"Q","Q","2019-07-23","In","yes",4677,6,"2019-02-13","2019-02-13","user_1","user_1"
9678,"R","R","2020-04-08","In","yes",4678,6,"2019-08-12","2019-08-12","user_1","user_1"
9679,"S","S","2020-12-24","In","yes",4679,6,"2020-02-08","2020-02-08","user_1","user_1"
9680,"T","T","2021-09-10","In","yes",4680,6,"2020-08-06","2020-08-06","user_1","user_1"
9681,"A","A","2018-11-05","In","yes",4681,6,"2018-08-17","2018-08-17","user_1","user_1"
9682,"B","B","2019-07-23","In","yes",4682,6,"2019-02-13","2019-02-13","user_1","user_1"
9683,"C","C","2020-04-08","In","yes",4683,6,"2019-08-12","2019-08-12","user_1","user_1"
9684,"D","D","2020-12-24","In","yes",4684,6,"2020-02-08","2020-02-08","user_1","user_1"
9685,"E","E","2021-09-10","In","yes",4685,6,"2020-08-06","2020-08-06","user_1","user_1"
9686,"F","F","2018-11-05","In","yes",4686,6,"2018-08-17","2018-08-17","user_1","user_1"
9687,"G","G","2019-07-23","In","yes",4687,6,"2019-02-13","2019-02-13","user_1","user_1"
9688,"H","H","2020-04-08","In","yes",4688,6,"2019-08-12","2019-08-12","user_1","user_1"
9689,"I","I","2020-12-24","In","yes",4689,6,"2020-02-08","2020-02-08","user_1","user_1"
9690,"J","J","2021-09-10","In","yes",4690,6,"2020-08-06","2020-08-06","user_1","user_1"
9691,"K","K","2018-11-05","In","yes",4691,6,"2018-08-17","2018-08-17","user_1","user_1"
9692,"L","L","2019-07-23","In","yes",4692,6,"2019-02-13","2019-02-13","user_1","user_1"
9693,"M","M","2020-04-08","In","yes",4693,6,"2019-08-12","2019-08-12","user_1","user_1"
9694,"N","N","2020-12-24","In","yes",4694,6,"2020-02-08","2020-02-08","user_1","user_1"
9695,"O","O","2021-09-10","In","yes",4695,6,"2020-08-06","2020-08-06","user_1","user_1"
